 product_name,product_category_tree,brand,discounted_price,description
@home Earthy Wine Net Ceramic Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> @home Flower Vase >> @home Earthy Wine Net Ceramic Vase (9.8250000000...""]",@home,1350,"Key Features of @home Earthy Wine Net Ceramic Vase Material : CERAMIC Color : MAROON has to be kept on Table decorative purpose,@home Earthy Wine Net Ceramic Vase (9.825000000000001 inch, Pink) Price: Rs. 1,350 VASE EARTHY WINE NET MRN H 25CM,Specifications of @home Earthy Wine Net Ceramic Vase (9.825000000000001 inch, Pink) General Brand @home Suitable For Table Model Number HGFVSIMSTMRN00158 Type Vases Material Ceramic Model Name Earthy Wine Net Color Pink Dimensions Other Dimensions 18X18X25 (LXBXH) in cms Height 9.825000000000001 inch Width 7.074 inch Depth 7.074 inch Body & Design Features Shape Tumblers In the Box Sales Package 1 Vase Pack of 1"
BRANDWAGON DIGIPRINT Digital Reprint Painting,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> BRANDWAGON Paintings >> BRANDWAGON DIGIPRINT Digital Reprint Painting (1...""]",BRANDWAGON,180,"Key Features of BRANDWAGON DIGIPRINT Digital Reprint Painting 1 HD paintings,BRANDWAGON DIGIPRINT Digital Reprint Painting (18 inch x 12 inch) Price: Rs. 180 Home is the first thing that comes to mind when you think of comfort and a perfect ambience is what sets it right. So let your creativity for home decor fly free with Flipkart?s collection of home furnishing items that can transform your house into the home you have always dreamt of.,Specifications of BRANDWAGON DIGIPRINT Digital Reprint Painting (18 inch x 12 inch) General Brand BRANDWAGON Shape Rectangular Frame Material no framing Model Number POS0081 Frame Included No Painting Type Digital Reprint Model Name DIGIPRINT Painting Theme Modern Art Wall Mount Yes Frame Color no framing Artist Name avasthi Dimensions Weight 0.04 kg Height 18 inch Other Dimensions Dummy, Dummy Width 12 inch Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only. Warranty Summary 1 Year Dummy Company Domestic Warranty Warranty Service Type customer can exchange if any damage before delivery Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane In the Box Sales Package 1 Wall Painting Pack of 1 Additional Features Other Features Dummy, Dummy Water Resistant Yes"
Cristiano Ronaldo - Great Soccer player of Real madrid Team Poster Paper Print,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Posters >> MNTC Posters >> Cristiano Ronaldo - Great Soccer player of Real ...""]",MNTC,245,"Key Features of Cristiano Ronaldo - Great Soccer player of Real madrid Team Poster Paper Print Great Soccer Players,Cristiano Ronaldo - Great Soccer player of Real madrid Team Poster Paper Print (12 inch X 18 inch, Rolled) Price: Rs. 245 Matte Finish Printing . Texture Sheet Finishing Brings Paper Strong And Wrinkle Free. Product is Packed in Solid Paper Tube Which Protects From Any Damage.,Specifications of Cristiano Ronaldo - Great Soccer player of Real madrid Team Poster Paper Print (12 inch X 18 inch, Rolled) Dimensions Paper Depth 220 gsm Height 12 inch Width 18 inch Poster Details Shape Rectangle Category Sports Black & White Poster No Orientation Landscape Paper Type Paper Print Paper Finish Matte Sub-Category Football Color Poster Yes Frame Details Framed No In the Box Number of Contents in Sales Package 1 Sales Package 1 Poster"
Kal Se Daru Band Paper Print,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Posters >> Imagination And Beyond Posters >> Kal Se Daru Band Paper Print (18 inch X 12 inch,...""]",Imagination And Beyond,249,"Key Features of Kal Se Daru Band Paper Print Humor, Quotes & Motivation, Religious Small 18 inch Rectangle,Kal Se Daru Band Paper Print (18 inch X 12 inch, Rolled) Price: Rs. 249 Make your wall colorful and come alive as we are looking at providing the best quality posters printed on a high quality thick paper with real to life and humorous messages. Treat yourself or your loved ones. We together can make something more than what we can actually imagine.,Specifications of Kal Se Daru Band Paper Print (18 inch X 12 inch, Rolled) Dimensions Paper Depth 280 gsm Weight 20 g Height 18 inch Width 12 inch Poster Details Shape Rectangle Black & White Poster No Category Humor, Quotes & Motivation, Religious Orientation Portrait Paper Finish Gloss Paper Type Paper Print Sub-Category Quotes Color Poster Yes Frame Details Frame Material NA Framed No In the Box Number of Contents in Sales Package 1 Sales Package 1 Poster"
Super Hornet Fighter Aircraft Poster Paper Print,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Posters >> MNTC Posters >> Super Hornet Fighter Aircraft Poster Paper Print...""]",MNTC,245,"Key Features of Super Hornet Fighter Aircraft Poster Paper Print Aircraft poster for wall décor,Super Hornet Fighter Aircraft Poster Paper Print (12 inch X 18 inch, Rolled) Price: Rs. 245 Matte Finish Printing . Texture Sheet Finishing Brings Paper Strong And Wrinkle Free. Product is Packed in Solid Paper Tube Which Protects From Any Damage.,Specifications of Super Hornet Fighter Aircraft Poster Paper Print (12 inch X 18 inch, Rolled) Dimensions Paper Depth 220 gsm Height 12 inch Width 18 inch Poster Details Shape Rectangle Category Vehicles Black & White Poster No Orientation Landscape Paper Type Paper Print Paper Finish Matte Sub-Category Action Color Poster Yes Frame Details Framed No In the Box Number of Contents in Sales Package 1 Sales Package 1 Poster"
scarlet tanager bird normal POSTER Paper Print,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Posters >> STYLE CLUES FASHION Posters >> scarlet tanager bird normal POSTER Paper Print (...""]",STYLE CLUES FASHION,529,"Key Features of scarlet tanager bird normal POSTER Paper Print Animals Large 18 inch,Specifications of scarlet tanager bird normal POSTER Paper Print (18 inch X 12 inch, ROLLED) Dimensions Paper Depth 300 gsm Height 18 inch Width 12 inch Poster Details Category Animals Black & White Poster No Paper Type Paper Print Color Poster Yes In the Box Number of Contents in Sales Package 1 Sales Package 1 POSTER"
good-night-angel-sleep-well-pics Paper Print,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Posters >> Mega product Posters >> good-night-angel-sleep-well-pics Paper Print (18...""]",Mega product,189,"Key Features of good-night-angel-sleep-well-pics Paper Print Good printing Laminated Water proof Good Paper Quality Long Lasting,good-night-angel-sleep-well-pics Paper Print (18 inch X 12 inch, Framed) Price: Rs. 189 Mega product poster made in high quality hp paper and hd printed, so well art ….,Specifications of good-night-angel-sleep-well-pics Paper Print (18 inch X 12 inch, Framed) Dimensions Paper Depth 300 gsm Weight 100 g Height 18 inch Width 12 inch Poster Details Shape Rectangle Category Humor Black & White Poster No Paper Type Paper Print Paper Finish Matte Lamination Yes Artist Name Mega product Color Poster Yes Frame Details Framed No In the Box Number of Contents in Sales Package 1 Sales Package 1 poster"
painting_art_couple_love__Dance Paper Print,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Posters >> Shoperite Posters >> painting_art_couple_love__Dance Paper Print (12 ...""]",Shoperite,199,"Key Features of painting_art_couple_love__Dance Paper Print Good lamination High quality paper lovelly Printing,painting_art_couple_love__Dance Paper Print (12 inch X 18 inch, Framed) Price: Rs. 199 Shoperite poster is made in high quality paper and lamination,lovelly HD printing,so get good look your wall,300 GSM Paper depth…,Specifications of painting_art_couple_love__Dance Paper Print (12 inch X 18 inch, Framed) Dimensions Paper Depth 300 gsm Weight 100 g Height 12 inch Width 18 inch Poster Details Shape Rectangle Black & White Poster No Category Quotes & Motivation Orientation Landscape Paper Finish Matte Paper Type Paper Print Lamination Yes Artist Name Shoperite Color Poster Yes Frame Details Framed No In the Box Number of Contents in Sales Package 1 Sales Package 1 Poster"
gym-weights- poster Paper Print,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Posters >> Shoperite Posters >> gym-weights- poster Paper Print (12 inch X 18 in...""]",Shoperite,249,"Key Features of gym-weights- poster Paper Print water proof laminated poster Dizital printing nice looking shoperite poster,gym-weights- poster Paper Print (12 inch X 18 inch, Framed) Price: Rs. 249 Shoperite poster is made in high quality paper and lamination,lovelly HD printing,so get good look your wall,300 GSM Paper depth…,Specifications of gym-weights- poster Paper Print (12 inch X 18 inch, Framed) Dimensions Paper Depth 300 gsm Weight 150 g Height 12 inch Width 18 inch Poster Details Shape Rectangle Black & White Poster No Category Abstract Orientation Landscape Paper Finish Matte Paper Type Paper Print Lamination Yes Color Poster Yes Frame Details Framed No In the Box Number of Contents in Sales Package 1 Sales Package 1 Poster"
Bourne Supermacy Canvas Art,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Posters >> Urban Monk Posters >> Bourne Supermacy Canvas Art (18 inch X 12 inch, ...""]",Urban Monk,999,"Key Features of Bourne Supermacy Canvas Art Unique and Uber design High Grade 300 GSM Canvas Poster Bright Detailed Printing Standard 12"" x 18"" size Comes in rolled form in a Poster Tube,Bourne Supermacy Canvas Art (18 inch X 12 inch, Rolled) Price: Rs. 999 Bourne Supermacy Canvas poster from Urban Monk accomplishes its task of reflecting your passion about the thing and solely provides an elegant touch to your home or your work place. Understanding and providing the urban folks with the designs ranging from music ,movies, tv, shows, cricket, football, NBA, NFL, minimal, funny. abstract art etc posters is our sole purpose.Bourne Supermacy 12x18 inches poster is made of high grade 300gsm Canvas paper ,then printed using ultra violet discharge printing for the richness of colours and details. We have made sure that this canvas art provides you a sense of satisfaction. It comes in a rigid poster tube to prevent carriage damage. Margins are left on the sides for framing.,Specifications of Bourne Supermacy Canvas Art (18 inch X 12 inch, Rolled) Warranty Warrenty is limited to manufacturing defects only. Dimensions Paper Depth 285 gsm Weight 100 g Height 18 inch Width 12 inch Poster Details Shape Rectangle Category Nature, Educational, Sports Paper Finish Matte Paper Type Canvas Art Sub-Category Thrillers, Bollywood, Music & Musical Instruments Color Poster Yes In the Box Number of Contents in Sales Package 1 Sales Package 1 Rolled Poster"
Mother Mary & Baby Jesus Paper Print,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Posters >> Imagination And Beyond Posters >> Mother Mary & Baby Jesus Paper Print (18 inch X ...""]",Imagination And Beyond,249,"Key Features of Mother Mary & Baby Jesus Paper Print Humor, Quotes & Motivation, Religious Small 18 inch Rectangle,Mother Mary & Baby Jesus Paper Print (18 inch X 12 inch, Rolled) Price: Rs. 249 Make your wall colorful and come alive as we are looking at providing the best quality posters printed on a high quality thick paper with real to life and humorous messages. Treat yourself or your loved ones. We together can make something more than what we can actually imagine.,Specifications of Mother Mary & Baby Jesus Paper Print (18 inch X 12 inch, Rolled) Dimensions Paper Depth 280 gsm Weight 20 g Height 18 inch Width 12 inch Poster Details Shape Rectangle Black & White Poster No Category Humor, Quotes & Motivation, Religious Orientation Portrait Paper Finish Gloss Paper Type Paper Print Sub-Category Quotes Color Poster Yes Frame Details Frame Material NA Framed No In the Box Number of Contents in Sales Package 1 Sales Package 1 Poster"
LittleThings Coconut Fridge Magnet,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Fridge Magnets >> LittleThings Fridge Magnets >> LittleThings Coconut Fridge Magnet (Pack of 1, G...""]",LittleThings,300,"Key Features of LittleThings Coconut Fridge Magnet Material: Polyresin Finish: matt Height: 5 cm Color: Green,LittleThings Coconut Fridge Magnet (Pack of 1, Green) Price: Rs. 300 ""Go nuts over coconuts. The not-so-tender coconut that is good for health. Yes, especially if you don’t eat or drink it then it’s even better for your health. Product specification: * Green coconut with a straw * Measures around 2 inch in height and 1 inch width and weighs less than 20gm. * Priced at Rs. 300/-.,Specifications of LittleThings Coconut Fridge Magnet (Pack of 1, Green) General Brand LittleThings Brand Color green Model Number 00117 Type Fridge Magnet Material Polyresin Model Name Coconut Finish matt Stain Resistant Yes Color Green Dimensions Weight 25 g Height 5 cm Width 5 cm In the Box Pack of 1 Additional Features Handmade Yes"
wallskart Floral & Botanical Wallpaper,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Wallpapers >> wallskart Wallpapers >> wallskart Floral & Botanical Wallpaper (35.56 cm...""]",wallskart,299,"Key Features of wallskart Floral & Botanical Wallpaper Suitable For: Living Room, Bed Room, Kitchen, Office Color: Black Material: Vinyl Paper Type: Vinyl,wallskart Floral & Botanical Wallpaper (35.56 cm X 53.34 cm) Price: Rs. 299 Welcome to the foremost place on the web to find artistic designs of wall decals and wall stickers.Wall decals and wall stickers are self-adhesive vinyl stickers made for applying to a surface.They are a great alternative to wallpaper, paint or stencils and they give you choice. Choose your space, plan the design you`d like to make, and then apply. They are extremely durable and are available in various designs. Its extremely easy to apply them on your walls or any flat,smooth surface,Specifications of wallskart Floral & Botanical Wallpaper (35.56 cm X 53.34 cm) General Brand wallskart Scratch Resistant Yes Shade Black Material Vinyl Color Black Design Wallskart Tinker Bell And Flowers Small Black Wall sticker Suitable For Living Room, Bed Room, Kitchen, Office Theme Floral & Botanical Model Number WKHS0164S Length 35.56 cm Waterproof Yes Width 53.34 cm Paper Type Vinyl Size Small Warranty Covered in Warranty Should Not Be Applied on Freshly Painted Walls. At Least 15 Days after Painting. Should Not Applied On Humid / Wet Surfaces. Not To Be Applied On Textured Surfaces. Not to Be Applied With Paint /Dust Coming Off Surfaces Warranty Summary Wallskart Products come with warranty of 15 Days from the date of purchase and is not transferable. Wallskart warranty covers following: a) any damage to product in transit. b) Any manufacturing defect in product. During the warranty period, Wallskart shall exchange the product free of cost. Wallsk...View More Wallskart Products come with warranty of 15 Days from the date of purchase and is not transferable. Wallskart warranty covers following: a) any damage to product in transit. b) Any manufacturing defect in product. During the warranty period, Wallskart shall exchange the product free of cost. Wallskart Warranty is not valid in the event of following instances: a) Any damage to product due to extreme heat or moisture. b) Mishandling during installation. c) Any damage due to human interference, exposure to fire or accident. Customer agrees that Wallskart reserves the right to correct any issues that were a reason for the return, before any possible refund is issued. Dimensions Weight 250 g Additional Features Other Features Scratch Resistant, Wet Removable Washable Yes In the Box Sales Package 1 wall sticker Pack of 1"
Smart Wall Guru Decorative Wallpaper,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Wallpapers >> Smart Wall Guru Wallpapers >> Smart Wall Guru Decorative Wallpaper (58 cm X 70...""]",Smart Wall Guru,430,"Key Features of Smart Wall Guru Decorative Wallpaper We Showcase A Variety Of Wall Decal Categories Study room Looking Awesome Living room Bath room Attractive Guest room Kitchen Easy to Install Easy to Remove Easy To Clean All Wall Decal are front Matte Finish, water resistant & packaged between two layers.,Smart Wall Guru Decorative Wallpaper (58 cm X 70 cm) Price: Rs. 430 'Smart Wall Guru'' gives u a pure beautiful house with our decoration wall stickers,wall decals & all kind of designs for your home decoration.These stickers are made of self adhesive PVC vinyl and very easy to apply on plane surface. These are the great suppliment of wallpaper,wall color and another decoration method. Thnkss…,Specifications of Smart Wall Guru Decorative Wallpaper (58 cm X 70 cm) General Brand Smart Wall Guru Suitable For Home, Child Bedroom, Bedroom, Ktchen, Bathroom Theme Decorative Model Number WG194BL L Scratch Resistant Yes Shade Brown Length 58 cm Material Vinyl Width 70 cm Size Large Design Decoration Sticker Color Brown In the Box Pack of 1"
wallskart Animation & Cartoons Wallpaper,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Wallpapers >> wallskart Wallpapers >> wallskart Animation & Cartoons Wallpaper (83.820...""]",wallskart,299,"Key Features of wallskart Animation & Cartoons Wallpaper Suitable For: Living Room, Bed Room, Kitchen, Office Color: Black Material: Vinyl Paper Type: Vinyl,wallskart Animation & Cartoons Wallpaper (83.82000000000001 cm X 22.86 cm) Price: Rs. 299 Welcome to the foremost place on the web to find artistic designs of wall decals and wall stickers.Wall decals and wall stickers are self-adhesive vinyl stickers made for applying to a surface.They are a great alternative to wallpaper, paint or stencils and they give you choice. Choose your space, plan the design you`d like to make, and then apply. They are extremely durable and are available in various designs. Its extremely easy to apply them on your walls or any flat,smooth surface,Specifications of wallskart Animation & Cartoons Wallpaper (83.82000000000001 cm X 22.86 cm) General Brand wallskart Scratch Resistant Yes Shade Black Material Vinyl Color Black Design Wallskart Bunnies Head seamless Pattern Small Black Wall sticker Suitable For Living Room, Bed Room, Kitchen, Office Theme Animation & Cartoons Model Number WKHS0190S Length 83.82000000000001 cm Waterproof Yes Width 22.86 cm Paper Type Vinyl Size Small Warranty Covered in Warranty Should Not Be Applied on Freshly Painted Walls. At Least 15 Days after Painting. Should Not Applied On Humid / Wet Surfaces. Not To Be Applied On Textured Surfaces. Not to Be Applied With Paint /Dust Coming Off Surfaces Warranty Summary Wallskart Products come with warranty of 15 Days from the date of purchase and is not transferable. Wallskart warranty covers following: a) any damage to product in transit. b) Any manufacturing defect in product. During the warranty period, Wallskart shall exchange the product free of cost. Wallsk...View More Wallskart Products come with warranty of 15 Days from the date of purchase and is not transferable. Wallskart warranty covers following: a) any damage to product in transit. b) Any manufacturing defect in product. During the warranty period, Wallskart shall exchange the product free of cost. Wallskart Warranty is not valid in the event of following instances: a) Any damage to product due to extreme heat or moisture. b) Mishandling during installation. c) Any damage due to human interference, exposure to fire or accident. Customer agrees that Wallskart reserves the right to correct any issues that were a reason for the return, before any possible refund is issued. Dimensions Weight 250 g Additional Features Other Features Scratch Resistant, Wet Removable Washable Yes In the Box Sales Package 1 wall sticker Pack of 1"
Gharonda Showpiece  -  15 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Gharonda Religious Idols""]",Gharonda,2500,"Gharonda Showpiece  -  15 cm (Wooden, Steel, Multicolor)
                         Price: Rs. 2,500
				
			The perfect piece of home decor a great choice for many to place him in their homes, businesses, and other places.Powered By 10nqu.com
The perfect piece of home decor a great choice for many to place him in their homes, businesses, and other places.Powered By 10nqu.com"
Laviva Elegant Looking Floral Design Beads Rakhi Design Designer Rakhi,"[""Home Decor & Festive Needs >> Festive Decor >> Rakhi >> Laviva Rakhi >> Laviva Elegant Looking Floral Design Beads Rakhi...""]",Laviva,354,"Laviva Elegant Looking Floral Design Beads Rakhi Design Designer Rakhi (Red, Yellow, 1 Rakhi With Free Roli Tilak) Price: Rs. 354 Make your Rakhi celebrations grander with this Elegant Looking Floral Design Beads Rakhi with free Roli Tilak that instantly rejuvenates everyone's mood.,Specifications of Laviva Elegant Looking Floral Design Beads Rakhi Design Designer Rakhi (Red, Yellow, 1 Rakhi With Free Roli Tilak) General Brand Laviva Model Number ROB12640 Type Designer Rakhi Ideal For Men, Women Color Red, Yellow Rakhi Features Thread Material Satin Dial Design Elegant Looking Floral Design Beads Rakhi In the Box Number of Contents in Sales Package Pack of 2"
Laviva Most Contemporary Design AD & Fancy Rakhi Set of Four with Thali Design Designer Rakhi,"[""Home Decor & Festive Needs >> Festive Decor >> Rakhi >> Laviva Rakhi >> Laviva Most Contemporary Design AD & Fancy Rakhi...""]",Laviva,531,"Laviva Most Contemporary Design AD & Fancy Rakhi Set of Four with Thali Design Designer Rakhi (Red, Yellow, 4 pcs Rakhi and Thali with Free Roli Tilak) Price: Rs. 531 Rejoice the joyous occasion of Rakhi by sending this special Raksha Bandhan gifts or Rakhi gifts to your loving brothers. It comes with Thali and free Roli Tilak.,Specifications of Laviva Most Contemporary Design AD & Fancy Rakhi Set of Four with Thali Design Designer Rakhi (Red, Yellow, 4 pcs Rakhi and Thali with Free Roli Tilak) General Brand Laviva Model Number ROB12517 Type Designer Rakhi Ideal For Men, Women Color Red, Yellow Rakhi Features Thread Material Satin Dial Design Most Contemporary Design AD & Fancy Rakhi Set of Four with Thali In the Box Number of Contents in Sales Package Pack of 5"
Laviva Sober & Simple Design Rakhi Set of Four with Thali Design Designer Rakhi,"[""Home Decor & Festive Needs >> Festive Decor >> Rakhi >> Laviva Rakhi >> Laviva Sober & Simple Design Rakhi Set of Four w...""]",Laviva,524,"Laviva Sober & Simple Design Rakhi Set of Four with Thali Design Designer Rakhi (Red, Yellow, 4 pcs Rakhi and Thali with Free Roli Tilak) Price: Rs. 524 Dazzle your Bhaiya by tying this Rakhi knots on that very day of Rakhi. It comes with Thali and free Roli Tilak.,Specifications of Laviva Sober & Simple Design Rakhi Set of Four with Thali Design Designer Rakhi (Red, Yellow, 4 pcs Rakhi and Thali with Free Roli Tilak) General Brand Laviva Model Number ROB12476 Type Designer Rakhi Ideal For Men, Women Color Red, Yellow Rakhi Features Thread Material Satin Dial Design Sober & Simple Design Rakhi Set of Four with Thali In the Box Number of Contents in Sales Package Pack of 5"
Laviva Amazing Set of 4 Beads & Stone Rakhis with Thali Design Designer Rakhi,"[""Home Decor & Festive Needs >> Festive Decor >> Rakhi >> Laviva Rakhi >> Laviva Amazing Set of 4 Beads & Stone Rakhis wit...""]",Laviva,537,"Laviva Amazing Set of 4 Beads & Stone Rakhis with Thali Design Designer Rakhi (Red, Yellow, 4 pcs Rakhi and Thali with Free Roli Tilak) Price: Rs. 537 A fabulous gift for Rakhi occassions, this Amazing Set of 4 Beads & Stone Rakhis spreads love and happiness with its beauty and style. It is a presentation of 4pcs Beads & Stone Fancy Rakhis with Thali and Free Roli Tilak.,Specifications of Laviva Amazing Set of 4 Beads & Stone Rakhis with Thali Design Designer Rakhi (Red, Yellow, 4 pcs Rakhi and Thali with Free Roli Tilak) General Brand Laviva Model Number ROB12530 Type Designer Rakhi Ideal For Men, Women Color Red, Yellow Rakhi Features Thread Material Satin Dial Design Amazing Set of 4 Beads & Stone Rakhis with Thali In the Box Number of Contents in Sales Package Pack of 5"
Laviva Amazing Beads & AD Stone Rakhi Set of 4 with Thali Design Designer Rakhi,"[""Home Decor & Festive Needs >> Festive Decor >> Rakhi >> Laviva Rakhi >> Laviva Amazing Beads & AD Stone Rakhi Set of 4 w...""]",Laviva,527,"Laviva Amazing Beads & AD Stone Rakhi Set of 4 with Thali Design Designer Rakhi (Red, Yellow, 4 pcs Rakhi and Thali with Free Roli Tilak) Price: Rs. 527 Rakhi honors the bond among siblings and express your deep love for your sweet brother. So send this Amazing Beads and AD Rakhi Set of 4 with Thali and free Roli Tilak to your brother.,Specifications of Laviva Amazing Beads & AD Stone Rakhi Set of 4 with Thali Design Designer Rakhi (Red, Yellow, 4 pcs Rakhi and Thali with Free Roli Tilak) General Brand Laviva Model Number ROB12482 Type Designer Rakhi Ideal For Men, Women Color Red, Yellow Rakhi Features Thread Material Satin Dial Design Amazing Beads & AD Stone Rakhi Set of 4 with Thali In the Box Number of Contents in Sales Package Pack of 5"
Megaway 196.85 inch White Rice Lights,"[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Megaway Series Lights""]",Megaway,4050,"Megaway 196.85 inch White Rice Lights (Pack of 5)
                         Price: Rs. 4,050
				
			Warning: Don't Direct Plug into AC Power Supply, Use 12V LED Adaptor provided along with the Strip Light. Warranty for Adaptor is for 6 months only.
Warning: Don't Direct Plug into AC Power Supply, Use 12V LED Adaptor provided along with the Strip Light. Warranty for Adaptor is for 6 months only."
"Digilight 590 inch Yellow, Red, Green Rice Lights","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",Digilight,539,"Digilight 590 inch Yellow, Red, Green Rice Lights (Pack of 3)
                         Price: Rs. 539
				
			This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in.
This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in."
Anjalika Brass Laddu Gopal Showpiece  -  6 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Anjalika Religious Idols""]",Anjalika,900,Buy Anjalika Brass Laddu Gopal Showpiece  -  6 cm for Rs.900 online. Anjalika Brass Laddu Gopal Showpiece  -  6 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
"Digilight 590 inch Yellow, Blue, White Rice Lights","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",Digilight,539,"Digilight 590 inch Yellow, Blue, White Rice Lights (Pack of 3)
                         Price: Rs. 539
				
			This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in.
This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in."
"Digilight 200 inch Blue, Yellow, White Rice Lights","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",Digilight,159,"Digilight 200 inch Blue, Yellow, White Rice Lights (Pack of 3)
                         Price: Rs. 159
				
			This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in.
This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in."
"Digilight 400 inch White, Blue Rice Lights","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",Digilight,189,"Buy Digilight 400 inch White, Blue Rice Lights for Rs.189 online. Digilight 400 inch White, Blue Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee."
Agrasen International Radha Krishna Statue Showpiece  -  20 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Agrasen International Religious Idols""]",Agrasen International,599,Buy Agrasen International Radha Krishna Statue Showpiece  -  20 cm for Rs.599 online. Agrasen International Radha Krishna Statue Showpiece  -  20 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Digilight 200 inch Pink Rice Lights,"[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",Digilight,79,Buy Digilight 200 inch Pink Rice Lights for Rs.79 online. Digilight 200 inch Pink Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Sophies Shisha Assorted Hookah Flavor,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Table Decor >> Hookah & Hookah Flavours >> Hookah Flavors >> Sophies Hookah Flavors""]",Sophies,700,Buy Sophies Shisha Assorted Hookah Flavor for Rs.700 online. Sophies Shisha Assorted Hookah Flavor at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
"Pinc Ginger 90.6 inch Black, White Rice Lights","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Pinc Ginger Series Lights""]",Pinc Ginger,3000,"Buy Pinc Ginger 90.6 inch Black, White Rice Lights for Rs.3000 online. Pinc Ginger 90.6 inch Black, White Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee."
Craftartz Elephant Head Ganesha Brass Door Knocker Showpiece  -  15 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Craftartz Religious Idols""]",Craftartz,999,"Craftartz Elephant Head Ganesha Brass Door Knocker Showpiece  -  15 cm (Brass, Gold)
                         Price: Rs. 999
				
			The Ganesha head Brass door knocker is a very positive object to have on your door. As per Hindu mythology, Lord Ganesha brings peace and prosperity to your family. It can not only be used to enhance décor but is an excellent gift for friends and relatives.
The Ganesha head Brass door knocker is a very positive object to have on your door. As per Hindu mythology, Lord Ganesha brings peace and prosperity to your family. It can not only be used to enhance décor but is an excellent gift for friends and relatives."
